Timestamp	Speed	Precision	Recall	Ious	Positives	False_Positives	Negatives	Predicted	Ground_Truth
2022-04-01T21:47:11.601228	324334900	1.0	1.0	1.0	[0.8915242805755396, 0.8778703002775675, 0.7711864406779662, 0.849496644295302, 0.8311567164179104, 0.8925869894099848, 0.7894736842105263, 0.8271853342275878]	8	0	0
2022-04-01T21:47:11.906728	299783600	0.0	0.0	0.0	[]	0	0	1
2022-04-01T21:47:12.173230	259339600	1.0	1.0	1.0	[0.8058647841433614, 0.8445652173913043]	2	0	0
2022-04-01T21:47:12.577727	259388800	1.0	0.11290322580645161	0.2028985507246377	[0.8086548488008342, 0.7382198952879581, 0.8303130148270181, 0.631768953068592, 0.742827868852459, 0.6746031746031746, 0.6711409395973155]	7	0	55
2022-04-01T21:47:12.879227	281439900	1.0	1.0	1.0	[0.8859470468431772, 0.8551800965466023, 0.8075757575757576, 0.8550185873605948, 0.8407940833008953, 0.7940766550522648, 0.9157509157509157, 0.7928416485900217]	8	0	0
2022-04-01T21:47:13.308728	411371400	1.0	0.1111111111111111	0.19999999999999998	[0.8095238095238095]	1	0	8
2022-04-01T21:47:13.798728	445342700	0.8	0.4444444444444444	0.5714285714285714	[0.8363903154805576, 0.7444519166106254, 0.8726554787759131, 0.7743271221532091, 0.7301587301587301, 0.829683698296837, 0.9290322580645162, 0.4951370468611848]	8	2	10
2022-04-01T21:47:14.048731	238247200	0.8	1.0	0.888888888888889	[0.915679969737091, 0.7764423076923077, 0.8771498771498771, 0.46225490196078434]	4	1	0
2022-04-01T21:47:14.443229	326336600	1.0	0.46153846153846156	0.631578947368421	[0.5603482390185991, 0.7473601877199844, 0.8658954584404456, 0.8069164265129684, 0.8150744960560912, 0.7674418604651163, 0.42857142857142855, 0.8695652173913043, 0.5899705014749262, 0.8636363636363636, 0.6303030303030303, 0.6019900497512438]	12	0	14
2022-04-01T21:47:14.757226	304044100	1.0	1.0	1.0	[0.6829412031370415, 0.6002110817941952, 0.37596471885336274]	3	0	0
2022-04-01T21:47:14.929726	167543100	1.0	1.0	1.0	[0.8266315095583389]	1	0	0
2022-04-01T21:47:15.127726	193204800	1.0	1.0	1.0	[0.872705140818062]	1	0	0
2022-04-01T21:47:15.673726	540494500	0.5	1.0	0.6666666666666666	[0.8895433274164919]	1	1	0
2022-04-01T21:47:16.022728	340131000	1.0	1.0	1.0	[0.8667882336004606, 0.8000820596984306, 0.8426027875500175]	3	0	0
2022-04-01T21:47:16.437727	408454600	1.0	1.0	1.0	[0.7951926586370509]	1	0	0
2022-04-01T21:47:16.696228	245253000	0.7142857142857143	1.0	0.8333333333333333	[0.8530075480507353, 0.9006664550936211, 0.8480798192771084, 0.7445539419087137, 0.8020304568527918]	5	2	0
2022-04-01T21:47:17.125727	421865800	1.0	1.0	1.0	[0.9233076092606661, 0.7678980058842759]	2	0	0
2022-04-01T21:47:17.476227	344537700	1.0	1.0	1.0	[0.9320688727468388]	1	0	0
2022-04-01T21:47:17.661728	180485100	1.0	1.0	1.0	[0.7223113964686998]	1	0	0
2022-04-01T21:47:17.832726	163516900	1.0	1.0	1.0	[0.7501618122977346, 0.6526748971193416]	2	0	0
2022-04-01T21:47:18.223226	385036900	0.5	1.0	0.6666666666666666	[0.9353531794962128]	1	1	0
2022-04-01T21:47:18.522230	293020700	0.0	0.0	0.0	[]	0	0	1
2022-04-01T21:47:18.741229	206370900	1.0	1.0	1.0	[0.7682926829268293, 0.7511927480916031, 0.8065625, 0.7601809954751131]	4	0	0
2022-04-01T21:47:19.160228	413965500	1.0	1.0	1.0	[0.8732521747069245]	1	0	0
2022-04-01T21:47:19.541227	326235100	1.0	0.6818181818181818	0.8108108108108109	[0.5834425253126861, 0.8707865168539326, 0.9019947961838681, 0.8743672342383801, 0.8551850159890361, 0.7711598746081505, 0.7843137254901961, 0.8349900596421471, 0.8100558659217877, 0.7844827586206896, 0.7093525179856115, 0.764163372859025, 0.7318952234206472, 0.7831541218637993, 0.8231578947368421]	15	0	7
2022-04-01T21:47:19.734728	187904900	0.0	0.0	0.0	[]	0	0	1
2022-04-01T21:47:20.001229	247908800	1.0	0.125	0.2222222222222222	[0.6060606060606061]	1	0	7
2022-04-01T21:47:20.236728	218855800	1.0	0.3333333333333333	0.5	[0.7382297551789078, 0.49122807017543857]	2	0	4
