Confidence	TP_FP@25	TP_FP@50	TP_FP@75
2.5969128762550775	True	True	False
1.2306488548418906	True	True	False
0.04027908943514458	True	True	False
0.009196583224665655	True	False	False
1.9141171612275953	True	True	False
1.1777369081601097	True	True	False
0.8534183656044427	True	True	False
0.33035364743318096	True	True	True
0.15791211472958588	True	True	False
0.6970735229982252	True	True	False
0.09804902421444917	True	True	False
0.02230121243671812	True	True	False
1.1697180904878492	True	True	False
0.9290994201800253	True	True	False
0.891784492923152	True	True	False
0.1203936134478476	True	True	False
0.27558643002642347	True	True	False
0.09620553631914808	True	True	False
2.0950682796968336	True	True	False
0.9750199471779291	True	True	False
0.13800765622333921	False	False	False
0.21130234379900648	True	True	False
2.3522982751198236	True	True	False
1.8456791080964918	True	True	False
1.788468662692439	True	True	False
1.3917420898577597	True	True	False
1.0533417259356406	True	True	False
0.38335544247759534	True	True	False
2.3362007294960443	True	True	False
1.78264031754941	True	True	False
1.2588866390718336	True	True	False
0.5095005669130201	True	True	False
0.17796260495318128	True	True	False
1.208585599531832	True	True	False
1.125056604017916	True	True	False
1.1046903767122145	True	True	False
3.0508008157082025	True	True	False
1.702875629550976	True	True	False
1.2810411607094232	True	True	False
0.32969031678647065	True	True	False
0.2651968636049147	True	True	False
1.0129594956703607	True	True	False
0.9103034530779746	True	True	False
1.2341154255403395	True	True	False
0.11350638051165296	True	True	False
0.6599691547883864	True	True	False
1.075101200534236	True	True	False
0.8096633111305658	True	True	False
0.7362249885699179	True	True	False
0.7187591232789869	True	True	False
0.7136667408479567	True	True	False
0.5631602444185133	True	True	False
0.5673936401507285	True	True	False
0.45505509721249604	True	True	False
0.9287727867266562	True	True	False
1.9582718052400465	True	True	False
0.2962997947832968	True	True	True
1.4167450108064528	True	True	True
0.09859862919892803	True	True	False
1.4141443763873007	True	True	False
0.9492866387210332	True	True	False
0.26666635177950493	True	True	True
0.21684918748349213	True	True	False
2.113480905165377	True	True	True
1.671170536471736	True	True	False
1.5554679073823805	True	True	False
1.2351840530535605	True	True	True
1.9017921983822776	True	True	True
1.6183749734982444	True	True	False
1.5633451044186546	True	True	True
1.5626036226376487	True	True	False
1.5306135713681175	True	True	True
1.4575587808712913	True	True	False
0.913328796587844	True	True	True
0.8019000589474632	True	True	False
0.7982198297604515	True	True	False
0.7484599649533226	True	True	True
0.544735103808303	True	True	True
0.43744030591096417	True	True	True
0.15477266903962628	True	True	False
1.6757109798921461	True	True	False
1.483867947055232	True	True	False
1.2316616215242262	True	True	False
0.8975280319353964	True	True	False
0.822328869296443	True	True	False
0.7360935365028802	True	True	False
0.6951790489686842	True	True	False
0.5017500077553216	True	True	True
0.3649625932045404	True	True	True
0.299727026416194	True	True	False
0.2176974453462477	True	True	False
0.1239948906434889	True	True	False
1.153340831882519	True	True	False
9.4667560619488e-05	False	False	False
1.1223629154695387	True	True	False
0.7542615090675775	True	True	False
0.34558107007221617	True	True	False
0.23753453839497007	True	True	False
0.20414306271747984	True	True	False
0.14379264462665953	True	True	False
0.11012412656025328	True	True	False
0.35853578198627867	True	True	False
3.63937220918149	True	True	False
2.635102132429781	True	True	False
1.9481929336687949	True	True	False
1.3870508065066778	True	True	True
1.3342382013424827	True	True	False
1.2723706402315016	True	True	True
1.1648036539181663	True	True	False
0.8045199551118727	True	True	True
1.1049113427467767	True	True	False
0.9913142715594199	True	True	False
0.7619965710176344	True	True	True
1.1385975037880365	True	True	False
1.5106709637178297	True	True	True
0.9084730302162591	True	True	False
0.5390346683992262	True	True	False
0.3209851421846266	True	True	False
0.21405173886494078	True	True	False
2.20942527432574	True	True	False
0.12027694333271421	True	True	False
1.7618374978371087	True	True	False
3.0283041154213373	True	True	False
2.394130054904353	True	True	False
2.3237078823579664	True	True	False
2.051968876315486	True	True	True
2.0187323727144117	True	True	True
1.7104495205415602	True	True	False
1.5966079868806715	True	True	True
1.4756388818092767	True	True	False
1.4738548435701246	True	True	False
1.2567105447121087	True	True	False
0.809750858737361	True	True	False
0.7522385754121657	True	True	False
0.6562874950899	True	True	False
0.3152055894203607	True	True	False
1.2582969819374505	True	True	False
1.080840603000683	True	True	False
0.7410130654640619	True	True	False
0.11834766019062437	True	True	False
