Confidence	TP_FP@25	TP_FP@50	TP_FP@75
0.9995525479316711	True	True	True
0.9995387196540833	True	True	True
0.999454140663147	True	True	True
0.9988405704498291	True	True	True
0.9981411099433899	True	True	True
0.9954985976219177	True	True	True
0.9652213454246521	True	True	False
0.9780376553535461	True	True	False
0.9997735619544983	True	True	True
0.9989842772483826	True	True	True
0.9988629221916199	True	True	True
0.998507559299469	True	True	True
0.9969499707221985	True	True	True
0.9964225888252258	True	True	True
0.9280598163604736	True	True	True
0.9005061388015747	True	True	True
0.9996897578239441	True	True	True
0.9986133575439453	True	True	False
0.9969874620437622	True	True	True
0.9428057074546814	True	True	False
0.9467620849609375	True	True	False
0.9252254962921143	True	True	False
0.9717466235160828	True	True	False
0.7932938933372498	True	True	True
0.5480834245681763	True	False	False
0.9994213581085205	True	True	True
0.9999321699142456	True	True	True
0.9999451637268066	True	True	True
0.9999388456344604	True	True	True
0.9998213052749634	True	True	True
0.9998971223831177	True	True	True
0.9993953704833984	True	True	True
0.9988474249839783	True	True	False
0.9986500144004822	True	True	True
0.9985994696617126	True	True	True
0.9948709607124329	True	True	True
0.9998210668563843	True	True	True
0.999809741973877	True	True	True
0.9997734427452087	True	True	True
0.9978484511375427	True	True	True
0.9991452693939209	True	True	True
0.7892990708351135	True	True	True
0.999274492263794	True	True	True
0.87226402759552	False	False	False
0.9311531186103821	True	True	False
0.9999164342880249	True	True	False
0.9996934533119202	True	True	True
0.9996263980865479	True	True	False
0.974633514881134	True	True	True
0.9999039173126221	True	True	True
0.9993392825126648	True	True	True
0.9992108345031738	True	True	True
0.9987902641296387	True	True	True
0.9898366332054138	True	True	True
0.754780650138855	True	True	False
0.9986432194709778	True	True	True
0.6382491588592529	True	True	False
0.9994032382965088	True	True	True
0.992531955242157	True	True	True
0.9607703685760498	True	True	True
0.6584914922714233	True	True	False
0.6489645838737488	True	True	True
0.8984010219573975	True	True	False
0.5336179733276367	False	False	False
0.8796519041061401	True	True	False
0.9751411080360413	True	True	True
0.998616099357605	True	True	True
0.9999544620513916	True	True	True
0.9999228715896606	True	True	True
0.9992105960845947	True	True	True
0.8686454892158508	True	True	False
0.8029564023017883	True	True	False
0.9996048808097839	True	True	True
0.9876947999000549	True	True	False
0.9784632921218872	True	True	False
0.8989967107772827	True	True	False
0.5689070224761963	False	False	False
0.9999356269836426	True	True	True
0.9959992170333862	True	True	True
0.9998223781585693	True	True	True
0.994684100151062	True	True	False
0.9999480247497559	True	True	True
0.984619140625	True	True	True
0.9988306164741516	True	True	True
0.9947200417518616	True	True	False
0.9992137551307678	True	True	True
0.999000608921051	True	True	False
0.9979200959205627	True	True	False
0.9943038821220398	True	True	True
0.9591905474662781	True	True	True
0.9994528293609619	True	True	True
0.9987806081771851	True	True	True
0.9946122765541077	True	True	True
0.9907641410827637	True	True	True
0.9858919978141785	True	True	False
0.9979684352874756	True	True	True
0.9953505396842957	True	True	True
0.9228994250297546	True	True	True
0.8627485632896423	True	True	False
0.9996908903121948	True	True	True
0.9995847344398499	True	True	True
0.9991723895072937	True	True	True
0.9991647601127625	True	True	True
0.9988448023796082	True	True	True
0.9975274205207825	True	True	True
0.9939500689506531	True	True	True
0.9929181337356567	True	True	True
0.9828485250473022	True	True	False
0.972787082195282	True	True	True
0.9118516445159912	True	True	True
0.9995048642158508	True	True	True
0.9980624914169312	True	True	True
0.9998821020126343	True	True	True
0.9998530149459839	True	True	True
0.999677300453186	True	True	True
0.9993501305580139	True	True	True
0.9992453455924988	True	True	True
0.9992058277130127	True	True	True
0.9991622567176819	True	True	True
0.9986065626144409	True	True	False
0.9974362850189209	True	True	True
0.9980720281600952	True	True	True
0.996692419052124	True	True	True
0.9988208413124084	True	True	True
0.9984599947929382	True	True	False
0.9971811771392822	True	True	False
0.9886805415153503	True	True	False
0.9969038963317871	True	True	False
0.9975402355194092	True	True	True
0.9968971014022827	True	True	True
0.9994998574256897	True	True	True
0.9263791441917419	True	True	False
0.9994228482246399	True	True	False
0.9996417760848999	True	True	True
0.9997142553329468	True	True	True
0.9921140074729919	True	True	True
0.8526840806007385	True	True	False
0.9995723366737366	True	True	True
0.9993984699249268	True	True	True
0.9992133378982544	True	True	True
0.9992129802703857	True	True	True
0.9991123080253601	True	True	True
0.9985913634300232	True	True	True
0.9985202550888062	True	True	True
0.9983194470405579	True	True	True
0.997897744178772	True	True	True
0.9976891875267029	True	True	True
0.9976446032524109	True	True	True
0.9967806339263916	True	True	True
0.9963840842247009	True	True	True
0.9939275979995728	True	True	False
0.9997346997261047	True	True	True
0.9995662569999695	True	True	True
0.995493471622467	True	True	True
0.9999136924743652	True	True	False
0.9964993000030518	True	True	True
0.9707096219062805	True	True	False
0.960063099861145	True	True	False
0.9998449087142944	True	True	True
0.9999116659164429	True	True	True
0.9976175427436829	True	True	True
0.8075171709060669	True	True	False
0.9995353817939758	True	True	True
0.9987078905105591	True	True	True
0.9992053508758545	True	True	True
0.8501281142234802	True	True	False
0.9950091242790222	True	True	True
0.9785880446434021	True	True	True
0.9983068704605103	True	True	True
0.981904149055481	True	True	False
0.9995437264442444	True	True	True
0.9968650937080383	True	True	True
0.9997564554214478	True	True	True
0.9991127848625183	True	True	True
0.9984030723571777	True	True	True
0.9991108179092407	True	True	True
0.9110113978385925	True	True	False
0.7784712314605713	True	True	False
0.7668730616569519	True	True	True
0.7211599349975586	True	True	False
0.7050514817237854	True	True	False
0.6581969857215881	True	True	False
0.9988822937011719	True	True	True
0.9995068311691284	True	True	True
0.9947320818901062	True	True	False
0.9880098104476929	True	True	True
0.9495132565498352	True	True	False
0.8677507042884827	True	True	False
0.7831982970237732	True	True	True
0.999299168586731	True	True	True
0.9989839196205139	True	True	True
0.9988561868667603	True	True	True
0.994752824306488	True	True	True
0.9891024827957153	True	True	False
0.99082350730896	True	True	True
0.9984894394874573	True	True	True
0.9962426424026489	True	True	True
0.9838802218437195	True	True	False
0.9641600847244263	True	True	True
0.9639294743537903	True	True	True
0.9522039890289307	True	True	False
0.9459861516952515	True	True	False
0.937611997127533	True	True	False
0.9283111095428467	True	True	False
0.8879874348640442	True	True	False
0.5883960127830505	True	True	False
0.9040089249610901	True	True	False
0.8983690738677979	True	True	False
0.9965864419937134	True	False	False
0.9998780488967896	True	True	True
0.999725878238678	True	True	True
0.9996631741523743	True	True	True
0.9995699524879456	True	True	True
0.9994664788246155	True	True	True
0.9850571155548096	True	True	True
0.998822808265686	True	True	True
0.9981206655502319	True	True	True
0.994926929473877	True	True	True
0.982964038848877	True	True	False
0.9437291026115417	True	True	False
0.9660806059837341	True	True	True
0.9997357726097107	True	True	True
0.9996141195297241	True	True	True
0.9991122484207153	True	True	True
0.9990959167480469	True	True	True
0.9954414367675781	True	True	False
0.9990909099578857	True	True	True
0.9976869225502014	True	True	True
0.9928678870201111	True	True	False
0.990760862827301	True	True	True
0.9824936985969543	True	True	False
0.9789109230041504	True	True	False
0.9770632386207581	True	True	True
0.8920902013778687	True	True	True
0.9994633793830872	True	True	True
0.9998382329940796	True	True	True
0.9995629191398621	True	True	True
0.9993483424186707	True	True	True
0.9992066621780396	True	True	True
0.9987945556640625	True	True	True
0.9974371194839478	True	True	True
0.9933321475982666	True	True	True
0.9923408031463623	True	True	False
0.9996838569641113	True	True	True
0.9995909929275513	True	True	False
0.9994155764579773	True	True	True
0.9953003525733948	True	True	False
0.9997078776359558	True	True	True
0.9996784329414368	True	True	True
0.9994058609008789	True	True	True
0.9992460608482361	True	True	True
0.999159038066864	True	True	True
0.9986686110496521	True	True	True
0.9980741739273071	True	True	True
0.9980199933052063	True	True	True
0.9966436624526978	True	True	True
0.9963229894638062	True	True	True
0.7435173988342285	True	True	False
0.6525055170059204	False	False	False
0.9930642247200012	True	True	True
0.9689366817474365	True	True	False
0.6135135293006897	True	True	False
0.9993749260902405	True	True	True
0.9908093214035034	True	True	False
0.9095187783241272	True	True	False
0.5618523955345154	False	False	False
0.9987159371376038	True	True	True
0.9851014018058777	True	True	False
0.9978969097137451	True	True	False
0.9993886947631836	True	True	True
0.9854301810264587	True	True	True
0.8536626696586609	True	False	False
0.6712581515312195	True	True	True
0.6226909756660461	True	True	False
0.5632945895195007	True	True	False
0.5004837512969971	True	False	False
0.9981985092163086	True	True	True
0.7592166662216187	True	True	False
0.9984407424926758	True	True	False
0.9809528589248657	True	True	True
0.9255366921424866	True	True	False
0.9898802042007446	True	True	False
0.9762203693389893	True	True	True
0.9431209564208984	True	True	False
0.8841102123260498	True	True	True
0.999401867389679	True	True	True
0.9990580081939697	True	True	True
0.998997688293457	True	True	True
0.9972679018974304	True	True	True
0.9945088028907776	True	True	True
0.9934698939323425	True	True	True
0.997969925403595	True	True	False
0.9948252439498901	True	True	True
0.9997650384902954	True	True	True
0.9996962547302246	True	True	True
0.9995983839035034	True	True	True
0.9881277084350586	True	True	True
0.5540454983711243	True	True	False
0.9773482084274292	True	True	False
0.9989848732948303	True	True	True
0.9983068704605103	True	True	True
0.9997500777244568	True	True	True
0.9973878860473633	True	True	True
0.9954786896705627	True	True	False
0.9830726981163025	True	True	True
0.9968501925468445	True	True	False
0.7239882946014404	False	False	False
0.566731870174408	True	True	False
0.99836266040802	True	True	True
0.9986056089401245	True	True	False
0.9982530474662781	True	True	True
0.9964073896408081	True	True	False
0.9860712289810181	True	True	True
0.996465265750885	True	True	True
0.9901005029678345	True	True	False
0.9701366424560547	True	True	False
0.8356174826622009	True	True	False
0.9920694828033447	True	True	False
0.9979420304298401	True	True	True
0.9968195557594299	True	True	True
0.9961377382278442	True	True	True
0.9997424483299255	True	True	True
0.9974331259727478	True	True	True
0.9900791049003601	True	True	True
0.9890727400779724	True	True	True
0.9667588472366333	True	True	True
0.9983132481575012	True	True	True
0.9976806044578552	True	True	True
0.9976412653923035	True	True	True
0.9967984557151794	True	True	True
0.9963271617889404	True	True	False
0.9959284067153931	True	True	False
0.9950881600379944	True	True	True
0.9936968684196472	True	True	False
0.9843536615371704	True	True	True
0.975806713104248	True	True	False
0.9181350469589233	True	True	True
0.9081214070320129	True	True	True
0.9003022909164429	True	True	False
0.8743084073066711	True	True	False
0.721813976764679	True	True	False
0.5538547039031982	True	True	False
0.9990279674530029	True	True	False
0.6346747279167175	True	True	False
0.9997726082801819	True	True	False
0.9997626543045044	True	True	True
0.9998329877853394	True	True	True
0.9995887279510498	True	True	True
0.9990597367286682	True	True	True
0.9990492463111877	True	True	True
0.9987442493438721	True	True	True
0.9991620182991028	True	True	True
0.9987763166427612	True	True	True
0.9968144297599792	True	True	True
0.9958157539367676	True	True	True
0.9945718050003052	True	True	False
0.9998915195465088	True	True	True
0.6709976196289062	True	True	False
0.9995869994163513	True	True	False
0.9981551170349121	True	True	True
0.601814866065979	True	False	False
0.5506204962730408	True	True	False
0.9998663663864136	True	True	True
0.9965959787368774	True	True	True
0.9942682385444641	True	True	False
0.9988952875137329	True	True	True
0.997046172618866	True	True	True
0.997580885887146	True	True	False
0.9875033497810364	True	True	True
0.9795364737510681	True	True	True
0.9997796416282654	True	True	True
0.9988833665847778	True	True	True
0.9974625110626221	True	True	True
0.9930393695831299	True	True	True
0.9905820488929749	True	True	True
0.9804418683052063	True	True	True
0.9270350933074951	True	True	True
0.5749225616455078	False	False	False
0.9988975524902344	True	True	False
0.9786630272865295	True	True	False
0.9376839399337769	True	False	False
0.7164082527160645	True	True	False
0.9987165927886963	True	True	False
0.9975429177284241	True	True	True
0.9998369216918945	True	True	True
0.9999291896820068	True	True	True
0.9995490908622742	True	True	True
0.9959494471549988	True	True	True
0.5833585262298584	True	True	True
0.9994595646858215	True	True	True
0.9988174438476562	True	True	True
0.9983932375907898	True	True	True
0.998124897480011	True	True	True
0.9976624250411987	True	True	False
0.9968371391296387	True	True	True
0.9920792579650879	True	True	True
0.9904295206069946	True	True	True
0.9563143849372864	True	True	False
0.8054504990577698	True	True	False
0.9974232316017151	True	True	True
0.9586595296859741	True	True	False
0.955695390701294	True	True	True
0.9997437000274658	True	True	True
0.9434664249420166	True	True	False
0.9448872208595276	True	True	False
0.8537657260894775	True	True	True
0.7865625023841858	True	True	False
0.8656776547431946	True	True	False
0.9990105628967285	True	True	True
0.9879317879676819	True	True	False
0.9966599345207214	True	True	False
0.9875134825706482	True	True	True
0.8319352269172668	True	True	True
0.9984538555145264	True	True	False
0.983585774898529	True	True	False
0.8852700591087341	True	True	True
0.9938134551048279	True	True	False
0.9998553991317749	True	True	True
0.9993727207183838	True	True	True
0.9873586297035217	True	True	False
0.9200612902641296	True	False	False
0.9999154806137085	True	True	True
0.9983034133911133	True	True	True
0.9992965459823608	True	True	True
0.9997847676277161	True	True	False
0.9845090508460999	True	True	False
0.9718931317329407	True	True	True
0.9996007680892944	True	True	True
0.6675890684127808	True	True	False
0.9958821535110474	True	True	False
0.9883542060852051	True	True	False
0.8990533947944641	True	True	False
0.6141135692596436	True	False	False
0.9994863271713257	True	True	True
0.998424768447876	True	True	True
0.988706111907959	True	True	False
0.9819551706314087	True	True	False
0.9645929336547852	True	True	False
0.9909741878509521	True	True	True
0.9990509152412415	True	True	True
0.9982125759124756	True	True	False
0.9523369073867798	True	True	False
0.9986828565597534	True	True	True
0.999821662902832	True	True	True
0.9997566342353821	True	True	True
0.9993826150894165	True	True	False
0.9491323828697205	True	True	True
0.8602437973022461	True	True	False
0.9988948106765747	True	True	True
0.9994280934333801	True	True	True
0.7229385375976562	True	False	False
0.8635482788085938	True	True	False
0.9989051222801208	True	True	True
0.9983325004577637	True	True	True
0.9940380454063416	True	True	True
0.8892346024513245	True	True	True
0.8292132019996643	True	True	False
0.9995203018188477	True	True	True
0.9993250966072083	True	True	True
0.998676598072052	True	True	True
0.9985319375991821	True	True	True
0.9970922470092773	True	True	True
0.9980098009109497	True	True	True
0.9909169673919678	True	True	True
0.9999494552612305	True	True	False
0.9970270395278931	True	True	True
0.9982436299324036	True	True	True
0.996828556060791	True	True	False
0.9919325113296509	True	True	False
0.9818878173828125	True	True	False
0.9721824526786804	True	True	True
0.9597041606903076	True	True	True
0.9994925260543823	True	True	True
0.9931867718696594	True	True	True
0.9999839067459106	True	True	True
0.9996410608291626	True	True	True
